,fbe44b0423204805bc6af4d7d6ac562e_mae_min,fbe44b0423204805bc6af4d7d6ac562e_mae_mean,fbe44b0423204805bc6af4d7d6ac562e_mae_max,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mae_min,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mae_mean,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mae_max,079a94c41ad3482996cc2b9f95adba8d_mae_min,079a94c41ad3482996cc2b9f95adba8d_mae_mean,079a94c41ad3482996cc2b9f95adba8d_mae_max,202ea9f8a73b401fa22e62c24d9ab2d0_mae_min,202ea9f8a73b401fa22e62c24d9ab2d0_mae_mean,202ea9f8a73b401fa22e62c24d9ab2d0_mae_max,0c5ee480663f4f9eb7200f8879aa1244_mae_min,0c5ee480663f4f9eb7200f8879aa1244_mae_mean,0c5ee480663f4f9eb7200f8879aa1244_mae_max,fbe44b0423204805bc6af4d7d6ac562e_mse_min,fbe44b0423204805bc6af4d7d6ac562e_mse_mean,fbe44b0423204805bc6af4d7d6ac562e_mse_max,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mse_min,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mse_mean,bcf7e7cfa8ab4c4196ad6a2bb18e8601_mse_max,079a94c41ad3482996cc2b9f95adba8d_mse_min,079a94c41ad3482996cc2b9f95adba8d_mse_mean,079a94c41ad3482996cc2b9f95adba8d_mse_max,202ea9f8a73b401fa22e62c24d9ab2d0_mse_min,202ea9f8a73b401fa22e62c24d9ab2d0_mse_mean,202ea9f8a73b401fa22e62c24d9ab2d0_mse_max,0c5ee480663f4f9eb7200f8879aa1244_mse_min,0c5ee480663f4f9eb7200f8879aa1244_mse_mean,0c5ee480663f4f9eb7200f8879aa1244_mse_max,fbe44b0423204805bc6af4d7d6ac562e_msssim_min,fbe44b0423204805bc6af4d7d6ac562e_msssim_mean,fbe44b0423204805bc6af4d7d6ac562e_msssim_max,bcf7e7cfa8ab4c4196ad6a2bb18e8601_msssim_min,bcf7e7cfa8ab4c4196ad6a2bb18e8601_msssim_mean,bcf7e7cfa8ab4c4196ad6a2bb18e8601_msssim_max,079a94c41ad3482996cc2b9f95adba8d_msssim_min,079a94c41ad3482996cc2b9f95adba8d_msssim_mean,079a94c41ad3482996cc2b9f95adba8d_msssim_max,202ea9f8a73b401fa22e62c24d9ab2d0_msssim_min,202ea9f8a73b401fa22e62c24d9ab2d0_msssim_mean,202ea9f8a73b401fa22e62c24d9ab2d0_msssim_max,0c5ee480663f4f9eb7200f8879aa1244_msssim_min,0c5ee480663f4f9eb7200f8879aa1244_msssim_mean,0c5ee480663f4f9eb7200f8879aa1244_msssim_max,fbe44b0423204805bc6af4d7d6ac562e_wasserstein_min,fbe44b0423204805bc6af4d7d6ac562e_wasserstein_mean,fbe44b0423204805bc6af4d7d6ac562e_wasserstein_max,bcf7e7cfa8ab4c4196ad6a2bb18e8601_wasserstein_min,bcf7e7cfa8ab4c4196ad6a2bb18e8601_wasserstein_mean,bcf7e7cfa8ab4c4196ad6a2bb18e8601_wasserstein_max,079a94c41ad3482996cc2b9f95adba8d_wasserstein_min,079a94c41ad3482996cc2b9f95adba8d_wasserstein_mean,079a94c41ad3482996cc2b9f95adba8d_wasserstein_max,202ea9f8a73b401fa22e62c24d9ab2d0_wasserstein_min,202ea9f8a73b401fa22e62c24d9ab2d0_wasserstein_mean,202ea9f8a73b401fa22e62c24d9ab2d0_wasserstein_max,0c5ee480663f4f9eb7200f8879aa1244_wasserstein_min,0c5ee480663f4f9eb7200f8879aa1244_wasserstein_mean,0c5ee480663f4f9eb7200f8879aa1244_wasserstein_max
0,1.117392659187317,1.1404810547828674,1.153414249420166,1.6100877523422241,1.6439546719193459,1.6745522022247314,1.3482701778411865,1.3705898895859718,1.3897724151611328,1.7444734573364258,1.7706948518753052,1.793606162071228,1.8800474405288696,1.9173775240778923,1.9539663791656494,2.3060922622680664,2.400220960378647,2.455357074737549,4.387937068939209,4.602290362119675,4.778692245483398,3.214372158050537,3.3388114273548126,3.4411847591400146,5.044035911560059,5.223829030990601,5.377404689788818,5.653237342834473,5.925390601158142,6.138134002685547,0.740425169467926,0.7695439197123051,0.7793388962745667,0.6693035960197449,0.6978787519037724,0.7083889245986938,0.7051397562026978,0.7390360459685326,0.7571405172348022,0.6563312411308289,0.6878292672336102,0.7017928957939148,0.6521570682525635,0.68080173432827,0.6948098540306091,-8.78796e-06,-3.8037542e-06,9.9651515e-08,114.38141,115.66493,117.69475,81.30338,82.112366,83.39597,44.098045,44.599384,45.216614,937.73456,960.1461,986.45197
1,1.0610427856445312,1.0880081355571747,1.102859377861023,1.2132669687271118,1.2387458607554436,1.2538341283798218,1.1945430040359497,1.2179508358240128,1.2332055568695068,1.2433602809906006,1.261876292526722,1.275404691696167,1.7292717695236206,1.7610480785369873,1.7929105758666992,2.0964159965515137,2.2030697613954544,2.260045051574707,2.6812336444854736,2.789100080728531,2.855292797088623,2.615598440170288,2.7147267758846283,2.7925331592559814,2.7823870182037354,2.8632886558771133,2.9255707263946533,4.9055633544921875,5.13691172003746,5.329339504241943,0.753882110118866,0.7750563137233257,0.7852083444595337,0.7137413620948792,0.7496309652924538,0.7656265497207642,0.7260209321975708,0.7563348524272442,0.7679048180580139,0.7231884598731995,0.7593444287776947,0.7704894542694092,0.6640403866767883,0.6917349137365818,0.7026073932647705,4.734844e-06,1.0098622e-05,1.3735145e-05,94.15463,95.31125,97.14691,87.36991,88.39314,89.95677,51.615223,52.158203,52.937153,676.2675,692.2853,714.55664
2,1.0440289974212646,1.0685985833406448,1.0827559232711792,1.1826902627944946,1.2063835114240646,1.2198193073272705,1.1707886457443237,1.1893822699785233,1.2064656019210815,1.1714284420013428,1.1954626068472862,1.2122960090637207,1.580011248588562,1.60347980260849,1.6167562007904053,2.03627347946167,2.1302423924207687,2.1872990131378174,2.55100679397583,2.6517668962478638,2.7166061401367188,2.5012593269348145,2.583098992705345,2.653615951538086,2.5139899253845215,2.6107538789510727,2.6875967979431152,4.303145408630371,4.443212032318115,4.528134346008301,0.7574339509010315,0.7795978151261806,0.7922236323356628,0.7132900357246399,0.7462778240442276,0.7591246962547302,0.7225512862205505,0.7514050304889679,0.7632526755332947,0.7350843548774719,0.766890611499548,0.779438316822052,0.6810863614082336,0.7121474295854568,0.7229642868041992,3.7048012e-06,9.2730625e-06,1.2709759e-05,106.39254,107.5896,109.6462,80.557144,81.57147,83.05021,45.820248,46.40686,47.126755,254.35582,258.89584,265.09262
3,1.033524513244629,1.0564297214150429,1.0704848766326904,1.1521567106246948,1.174639269709587,1.1897642612457275,1.1641770601272583,1.1876123994588852,1.203165054321289,1.1535305976867676,1.1701353341341019,1.1838961839675903,1.3104431629180908,1.3258145824074745,1.337852120399475,2.0060505867004395,2.093533307313919,2.1532034873962402,2.419450044631958,2.5181161165237427,2.585294485092163,2.4686784744262695,2.565915361046791,2.6363112926483154,2.430363655090332,2.5047160983085632,2.568680763244629,3.0212607383728027,3.1135544776916504,3.177154779434204,0.7577928304672241,0.782597754150629,0.7922190427780151,0.7213909029960632,0.7500196360051632,0.7643972635269165,0.7240211367607117,0.7541308291256428,0.767248272895813,0.738185703754425,0.7691461592912674,0.7807807326316833,0.7033503651618958,0.7333361841738224,0.7445809245109558,-5.438924e-07,4.520174e-06,8.21799e-06,109.110794,110.26784,112.39082,76.46852,77.48194,78.948715,54.58904,55.255657,56.129524,88.49503,91.81671,94.22738
4,1.0280956029891968,1.0494160577654839,1.0645769834518433,1.1385971307754517,1.1603278368711472,1.173412799835205,1.1384062767028809,1.1571669727563858,1.1719683408737183,1.1329399347305298,1.1554632857441902,1.1705390214920044,1.2501881122589111,1.2707101702690125,1.289017915725708,1.9875673055648804,2.067815490067005,2.1249592304229736,2.366183280944824,2.459394559264183,2.5165023803710938,2.3652124404907227,2.4464997351169586,2.5109682083129883,2.355006694793701,2.44795760512352,2.5140795707702637,2.801072359085083,2.900979295372963,2.975111961364746,0.757750928401947,0.7835132777690887,0.7939959168434143,0.7249202132225037,0.756460152566433,0.7708816528320312,0.7299041748046875,0.7561730071902275,0.7683548331260681,0.7375400066375732,0.7696006968617439,0.7832509875297546,0.712049663066864,0.7440545372664928,0.7555633783340454,-2.188608e-07,4.986534e-06,8.240342e-06,96.964676,98.06421,99.826225,73.8912,74.90326,76.23718,48.192924,48.807514,49.559677,109.08856,111.96994,116.06244
5,1.0205485820770264,1.0426356494426727,1.0568509101867676,1.1287542581558228,1.151588149368763,1.1662969589233398,1.138439655303955,1.1606751531362534,1.176903486251831,1.1214239597320557,1.142747938632965,1.1561434268951416,1.2017459869384766,1.226041704416275,1.2434117794036865,1.962113857269287,2.046002373099327,2.10774564743042,2.333604574203491,2.4277790933847427,2.487274169921875,2.3695285320281982,2.460409000515938,2.5224757194519043,2.307431697845459,2.394119083881378,2.4506759643554688,2.60598087310791,2.71233232319355,2.777533531188965,0.7608046531677246,0.7837694920599461,0.7933855056762695,0.7182034254074097,0.7494998089969158,0.7601976990699768,0.7261508703231812,0.7528329752385616,0.76493239402771,0.7372164130210876,0.7698906026780605,0.7824696898460388,0.7204577326774597,0.7515407800674438,0.7616069912910461,-4.1062012e-06,8.417992e-07,4.8372895e-06,106.94083,108.24477,110.189026,79.01721,80.073814,81.488266,53.808712,54.421295,55.24413,110.09275,112.8851,114.871544
6,1.0174552202224731,1.036272943019867,1.0505419969558716,1.1273632049560547,1.1496852189302444,1.1628413200378418,1.1287975311279297,1.1473761647939682,1.1617889404296875,1.1231205463409424,1.142609752714634,1.1581380367279053,1.1698030233383179,1.1908200308680534,1.2061622142791748,1.94666588306427,2.0210244208574295,2.0778660774230957,2.3220136165618896,2.417511209845543,2.4737002849578857,2.331806182861328,2.411803498864174,2.477062702178955,2.3105006217956543,2.3912728875875473,2.4493279457092285,2.480468988418579,2.5783499777317047,2.6410021781921387,0.7661857008934021,0.789586890488863,0.7991093993186951,0.7187746167182922,0.749120969325304,0.7582471370697021,0.7290566563606262,0.7600397877395153,0.7738537192344666,0.7419111132621765,0.7707484550774097,0.7831128835678101,0.7062165141105652,0.7396021895110607,0.7500282526016235,-3.582798e-06,1.510838e-06,4.593283e-06,94.48946,95.61793,97.37453,74.009445,75.02621,76.35606,45.793495,46.36748,47.063488,139.5448,145.62224,149.49725
7,1.0118297338485718,1.0310213565826416,1.043638825416565,1.1145168542861938,1.1420601978898048,1.1566932201385498,1.1173462867736816,1.1381052434444427,1.1520276069641113,1.1038635969161987,1.1272912546992302,1.1407804489135742,1.2818598747253418,1.3023088723421097,1.3168425559997559,1.9298702478408813,2.005021832883358,2.0617446899414062,2.278762102127075,2.3879583179950714,2.4516501426696777,2.2851359844207764,2.3693552762269974,2.4288010597229004,2.2368056774139404,2.3317847698926926,2.3902487754821777,2.8713409900665283,2.977031484246254,3.043691635131836,0.7684398293495178,0.7896180003881454,0.800143301486969,0.7170730829238892,0.7500383108854294,0.7596687078475952,0.7267637252807617,0.757689792662859,0.7688591480255127,0.740398645401001,0.7717032916843891,0.7823078036308289,0.7031547427177429,0.7399612180888653,0.752823531627655,-2.2109598e-06,1.7341226e-06,5.0682575e-06,95.22619,96.34036,98.14531,75.77247,76.83326,78.21293,48.749344,49.38596,50.126747,144.80069,147.27777,149.07404
8,1.0059341192245483,1.0259154811501503,1.0407675504684448,1.1127159595489502,1.136402688920498,1.1523544788360596,1.1191500425338745,1.139662727713585,1.1531479358673096,1.0995451211929321,1.1206381916999817,1.1345343589782715,1.2235172986984253,1.2432876080274582,1.257032871246338,1.917664647102356,1.9916696399450302,2.0497851371765137,2.2720131874084473,2.369147166609764,2.4310779571533203,2.287839412689209,2.3725247532129288,2.430785894393921,2.218325138092041,2.3043538630008698,2.361521005630493,2.716524600982666,2.8006662279367447,2.8641533851623535,0.7706726789474487,0.7946054339408875,0.8029497265815735,0.7212256789207458,0.7479733526706696,0.7590273022651672,0.728938639163971,0.7569413892924786,0.7683179378509521,0.7430700063705444,0.7712949514389038,0.7827711701393127,0.7077072262763977,0.739889569580555,0.7531036734580994,-6.908551e-06,-2.681627e-06,9.639189e-07,95.84243,97.0823,98.891785,66.08941,66.95799,68.145584,55.606346,56.270374,57.137024,130.20657,132.94739,134.40128
9,1.002111554145813,1.0247991234064102,1.0388238430023193,1.122454047203064,1.141357883810997,1.153949499130249,1.1103659868240356,1.1291791796684265,1.1427029371261597,1.0887985229492188,1.1130037903785706,1.127537488937378,1.1669775247573853,1.1828833296895027,1.1970953941345215,1.8946362733840942,1.9778443649411201,2.033738613128662,2.3069369792938232,2.3859056532382965,2.4440414905548096,2.2636094093322754,2.340973138809204,2.3987560272216797,2.185173511505127,2.2798603028059006,2.3385095596313477,2.4420018196105957,2.516568183898926,2.5792508125305176,0.7784873843193054,0.7965722009539604,0.8069884181022644,0.7241992950439453,0.7521932534873486,0.7626815438270569,0.733415961265564,0.7598715052008629,0.7716498374938965,0.7417908906936646,0.7712761200964451,0.7824913859367371,0.7101663947105408,0.7442199476063251,0.755886435508728,5.9604645e-08,4.3363543e-06,7.678755e-06,95.61133,96.838196,98.67404,65.22123,66.13057,67.28445,53.45011,54.122086,54.946938,148.5893,151.16887,153.03421
