,f76c0170818244629de4544805f93a59_mae_min,f76c0170818244629de4544805f93a59_mae_mean,f76c0170818244629de4544805f93a59_mae_max,c4ec13e65fe74b399fc9e325a9966fef_mae_min,c4ec13e65fe74b399fc9e325a9966fef_mae_mean,c4ec13e65fe74b399fc9e325a9966fef_mae_max,6abe7a9940c04b47819689070100e5e6_mae_min,6abe7a9940c04b47819689070100e5e6_mae_mean,6abe7a9940c04b47819689070100e5e6_mae_max,70f5be887eff42e8a216780752644b2f_mae_min,70f5be887eff42e8a216780752644b2f_mae_mean,70f5be887eff42e8a216780752644b2f_mae_max,db9f0fae83c949eaad5d1176a43dae47_mae_min,db9f0fae83c949eaad5d1176a43dae47_mae_mean,db9f0fae83c949eaad5d1176a43dae47_mae_max,f76c0170818244629de4544805f93a59_mse_min,f76c0170818244629de4544805f93a59_mse_mean,f76c0170818244629de4544805f93a59_mse_max,c4ec13e65fe74b399fc9e325a9966fef_mse_min,c4ec13e65fe74b399fc9e325a9966fef_mse_mean,c4ec13e65fe74b399fc9e325a9966fef_mse_max,6abe7a9940c04b47819689070100e5e6_mse_min,6abe7a9940c04b47819689070100e5e6_mse_mean,6abe7a9940c04b47819689070100e5e6_mse_max,70f5be887eff42e8a216780752644b2f_mse_min,70f5be887eff42e8a216780752644b2f_mse_mean,70f5be887eff42e8a216780752644b2f_mse_max,db9f0fae83c949eaad5d1176a43dae47_mse_min,db9f0fae83c949eaad5d1176a43dae47_mse_mean,db9f0fae83c949eaad5d1176a43dae47_mse_max,f76c0170818244629de4544805f93a59_msssim_min,f76c0170818244629de4544805f93a59_msssim_mean,f76c0170818244629de4544805f93a59_msssim_max,c4ec13e65fe74b399fc9e325a9966fef_msssim_min,c4ec13e65fe74b399fc9e325a9966fef_msssim_mean,c4ec13e65fe74b399fc9e325a9966fef_msssim_max,6abe7a9940c04b47819689070100e5e6_msssim_min,6abe7a9940c04b47819689070100e5e6_msssim_mean,6abe7a9940c04b47819689070100e5e6_msssim_max,70f5be887eff42e8a216780752644b2f_msssim_min,70f5be887eff42e8a216780752644b2f_msssim_mean,70f5be887eff42e8a216780752644b2f_msssim_max,db9f0fae83c949eaad5d1176a43dae47_msssim_min,db9f0fae83c949eaad5d1176a43dae47_msssim_mean,db9f0fae83c949eaad5d1176a43dae47_msssim_max,f76c0170818244629de4544805f93a59_wasserstein_min,f76c0170818244629de4544805f93a59_wasserstein_mean,f76c0170818244629de4544805f93a59_wasserstein_max,c4ec13e65fe74b399fc9e325a9966fef_wasserstein_min,c4ec13e65fe74b399fc9e325a9966fef_wasserstein_mean,c4ec13e65fe74b399fc9e325a9966fef_wasserstein_max,6abe7a9940c04b47819689070100e5e6_wasserstein_min,6abe7a9940c04b47819689070100e5e6_wasserstein_mean,6abe7a9940c04b47819689070100e5e6_wasserstein_max,70f5be887eff42e8a216780752644b2f_wasserstein_min,70f5be887eff42e8a216780752644b2f_wasserstein_mean,70f5be887eff42e8a216780752644b2f_wasserstein_max,db9f0fae83c949eaad5d1176a43dae47_wasserstein_min,db9f0fae83c949eaad5d1176a43dae47_wasserstein_mean,db9f0fae83c949eaad5d1176a43dae47_wasserstein_max
0,1.438604474067688,1.4527956172823906,1.469354271888733,1.9425262212753296,1.9602740183472633,1.9792462587356567,2.2514467239379883,2.2784455865621567,2.3021364212036133,1.8721027374267578,1.8892126753926277,1.9021496772766113,2.4468305110931396,2.47971710562706,2.5031509399414062,3.615429401397705,3.6889860779047012,3.7764182090759277,6.675227642059326,6.807934522628784,6.92332649230957,9.823047637939453,10.13412058353424,10.463199615478516,6.255788803100586,6.3957953453063965,6.520387172698975,11.562108993530273,12.012547731399536,12.277854919433594,0.7279657125473022,0.7607493363320827,0.7771150469779968,0.6072943806648254,0.6565447635948658,0.6890012621879578,0.5737716555595398,0.6155142225325108,0.6391536593437195,0.6389816999435425,0.6818762570619583,0.7084177732467651,0.5413424968719482,0.5910922959446907,0.623847246170044,-1.0151416e-05,-6.2646577e-06,-2.6207417e-06,303.2823,306.94403,309.3638,228.42003,231.49576,233.56525,171.31973,173.59279,175.33035,1075.5271,1094.0095,1113.4421
1,1.396890640258789,1.4120750278234482,1.4240745306015015,1.695185899734497,1.708286240696907,1.7242881059646606,1.774416208267212,1.7919909432530403,1.806376576423645,1.650118350982666,1.6676621288061142,1.6850873231887817,2.1175992488861084,2.1374002397060394,2.1577048301696777,3.4086391925811768,3.4816608130931854,3.545036792755127,4.9823102951049805,5.06761708855629,5.16120719909668,5.530129909515381,5.655996918678284,5.7309088706970215,4.773550033569336,4.8788760006427765,4.984062194824219,8.025209426879883,8.189289808273315,8.405804634094238,0.74701327085495,0.7778285294771194,0.7922797203063965,0.6546819806098938,0.6977980919182301,0.7178815603256226,0.6342705488204956,0.6762609034776688,0.6947882175445557,0.6782984137535095,0.71772625669837,0.7398195266723633,0.5827805995941162,0.6353084295988083,0.6604426503181458,-1.2377277e-05,-8.21182e-06,-5.8077276e-06,238.01474,241.25635,243.61392,183.69632,186.30116,188.25146,186.4737,189.11629,190.99277,248.82507,252.98326,257.54236
2,1.3678902387619019,1.3820422440767288,1.394263505935669,1.6321160793304443,1.6472160145640373,1.661670446395874,1.649914026260376,1.6657169833779335,1.6832234859466553,1.570418357849121,1.586629331111908,1.6023846864700317,1.8743247985839844,1.8892249166965485,1.9179034233093262,3.289128303527832,3.3551945239305496,3.417689800262451,4.597052574157715,4.685525268316269,4.777886867523193,4.725067138671875,4.823122829198837,4.936031341552734,4.291545867919922,4.382224291563034,4.470884799957275,6.115225791931152,6.216662555932999,6.434881210327148,0.7585023045539856,0.7871062085032463,0.8014913201332092,0.6680517792701721,0.7092035077512264,0.7267011404037476,0.6672974824905396,0.7093394361436367,0.7321182489395142,0.6968353986740112,0.7360191978514194,0.7569369673728943,0.6386041641235352,0.6824746653437614,0.7119379043579102,-1.47596e-05,-1.1579134e-05,-9.505078e-06,231.57535,234.5264,236.64116,206.657,209.3106,211.43228,181.96356,184.25449,186.05734,379.71313,384.93695,389.4724
3,1.3491530418395996,1.3628758490085602,1.3740308284759521,1.595011591911316,1.6089955568313599,1.6232041120529175,1.619807243347168,1.6335813775658607,1.6499133110046387,1.5443212985992432,1.5587759763002396,1.5769901275634766,1.7781906127929688,1.7909283936023712,1.8061788082122803,3.2068519592285156,3.2697479724884033,3.3270480632781982,4.391815662384033,4.471122324466705,4.553873538970947,4.52337121963501,4.603450179100037,4.70013427734375,4.138314247131348,4.218296676874161,4.319276809692383,5.424534797668457,5.503308147192001,5.6023406982421875,0.7681463360786438,0.7956575900316238,0.8085812926292419,0.6727457046508789,0.7096825242042542,0.7262191772460938,0.6689188480377197,0.7136882804334164,0.7282167673110962,0.7004168629646301,0.7385424487292767,0.7605476975440979,0.6559262871742249,0.6998539976775646,0.7230624556541443,-1.9431114e-05,-1.6748905e-05,-1.4068559e-05,250.7669,254.32819,256.77515,185.98146,188.38057,190.16945,183.04321,185.16766,186.9154,384.4328,390.8124,395.04102
4,1.332894206047058,1.3464424461126328,1.3582572937011719,1.5971410274505615,1.611605741083622,1.6276218891143799,1.5948286056518555,1.6098902225494385,1.62669837474823,1.5389823913574219,1.5539055839180946,1.571021318435669,1.6671056747436523,1.6790125221014023,1.6980681419372559,3.133978843688965,3.196744456887245,3.255251407623291,4.393205642700195,4.475789427757263,4.569902420043945,4.375865936279297,4.462552934885025,4.562820911407471,4.118927001953125,4.201027274131775,4.301492214202881,4.773054122924805,4.848027378320694,4.971066951751709,0.7748513221740723,0.8006211407482624,0.8120377063751221,0.6813734173774719,0.7199520729482174,0.7437598705291748,0.6743208765983582,0.7159355282783508,0.7328172922134399,0.7059246897697449,0.7425787188112736,0.7636678814888,0.6674919128417969,0.7096107490360737,0.7323477268218994,-1.714006e-05,-1.39838085e-05,-1.0915101e-05,242.83923,246.03134,248.44191,207.06244,209.83965,211.95102,159.30888,161.07498,162.60376,381.27386,386.63742,389.6162
5,1.3233734369277954,1.3372015431523323,1.348370909690857,1.5848917961120605,1.5999707877635956,1.6165943145751953,1.5697115659713745,1.5837505906820297,1.6004656553268433,1.5294140577316284,1.5433650836348534,1.560286283493042,1.6214486360549927,1.63479682803154,1.6542165279388428,3.08398175239563,3.1463662981987,3.2017903327941895,4.337416648864746,4.423630744218826,4.518986701965332,4.255763053894043,4.334180235862732,4.431890964508057,4.059819221496582,4.134481728076935,4.2304158210754395,4.530991554260254,4.611766904592514,4.72874116897583,0.7822924852371216,0.8068961389362812,0.818401038646698,0.67904132604599,0.71715322509408,0.7313523292541504,0.6884374618530273,0.7243549302220345,0.7398765087127686,0.7081106901168823,0.7439566291868687,0.7607890367507935,0.6727126240730286,0.7144060544669628,0.7349045872688293,-2.1278858e-05,-1.8242863e-05,-1.5567988e-05,206.51917,209.23889,211.15527,211.04645,213.72966,215.68616,169.03905,171.11227,172.7685,371.62662,376.918,379.95987
6,1.3101098537445068,1.3237247169017792,1.335532307624817,1.5770975351333618,1.59146336466074,1.608664870262146,1.5700706243515015,1.5844769775867462,1.6005330085754395,1.5232359170913696,1.5381372720003128,1.55394446849823,1.6170175075531006,1.6290134713053703,1.645997166633606,3.031526565551758,3.092790186405182,3.150467872619629,4.329051971435547,4.409414499998093,4.5181708335876465,4.257556438446045,4.337388783693314,4.435126781463623,4.028912544250488,4.10757052898407,4.199456214904785,4.482763290405273,4.557079464197159,4.655005931854248,0.7881886959075928,0.8115397989749908,0.8218902349472046,0.6964194178581238,0.7330661863088608,0.7532697319984436,0.6954270005226135,0.7332913875579834,0.750499427318573,0.7143471837043762,0.7487350180745125,0.7653084397315979,0.671152651309967,0.7130336053669453,0.7330339550971985,-1.2291595e-05,-9.487616e-06,-6.8098307e-06,209.2088,212.1029,214.1623,192.664,195.28331,197.12799,151.84367,153.7576,155.27344,370.29877,375.22272,378.37112
7,1.2981679439544678,1.3115551695227623,1.3222023248672485,1.5736517906188965,1.5871914848685265,1.60357666015625,1.5608649253845215,1.5737531930208206,1.591342806816101,1.5030348300933838,1.5165155082941055,1.5319774150848389,1.5758463144302368,1.5897478684782982,1.6079460382461548,2.9815945625305176,3.040261387825012,3.0933008193969727,4.322336196899414,4.401011377573013,4.504499912261963,4.229715824127197,4.3012862503528595,4.404646396636963,3.9289777278900146,3.999187469482422,4.08867073059082,4.273543357849121,4.349801182746887,4.453922748565674,0.7939148545265198,0.8155142776668072,0.8263959288597107,0.7013534307479858,0.738398652523756,0.7578237056732178,0.6975152492523193,0.7353949993848801,0.7561972737312317,0.7227135896682739,0.7560120970010757,0.7708356976509094,0.6849320530891418,0.724811963737011,0.7438691854476929,-1.6488135e-05,-1.40070915e-05,-1.1246651e-05,194.3914,197.10562,199.14722,182.57114,184.84221,186.72113,143.98755,145.84637,147.32433,381.56058,386.4722,389.40826
8,1.2928506135940552,1.305991180241108,1.3169095516204834,1.563342809677124,1.5781533047556877,1.5939596891403198,1.5489208698272705,1.5624013766646385,1.581499695777893,1.5078359842300415,1.5227970108389854,1.5400216579437256,1.599793791770935,1.6130247116088867,1.6296182870864868,2.9565255641937256,3.0157860666513443,3.0692009925842285,4.257118225097656,4.3393236100673676,4.438043117523193,4.183249473571777,4.256960600614548,4.36886739730835,3.947394371032715,4.024643376469612,4.119708061218262,4.372187614440918,4.446038216352463,4.552615165710449,0.7979530692100525,0.8192684352397919,0.8294916152954102,0.7047014832496643,0.7368172071874142,0.7556114196777344,0.7027089595794678,0.7414578497409821,0.7621397376060486,0.7214944958686829,0.7540812976658344,0.7675389051437378,0.6878778338432312,0.7265317179262638,0.7422164082527161,-1.0509044e-05,-7.665018e-06,-4.734844e-06,176.85648,179.2099,181.13306,177.4129,179.86783,181.69962,142.49261,144.27457,145.73419,328.56436,332.1585,334.8584
9,1.2859183549880981,1.2989768609404564,1.308534860610962,1.548752784729004,1.562084250152111,1.578141689300537,1.5509170293807983,1.5643156543374062,1.5812153816223145,1.4993641376495361,1.5136134028434753,1.5308310985565186,1.5888807773590088,1.6010141372680664,1.615385890007019,2.923051118850708,2.980910077691078,3.0314321517944336,4.189675331115723,4.261338263750076,4.365248680114746,4.217150688171387,4.292793184518814,4.39462423324585,3.9114208221435547,3.9849955439567566,4.081778049468994,4.343514442443848,4.415355861186981,4.513364315032959,0.8013540506362915,0.8220661953091621,0.8314911723136902,0.7172716856002808,0.748302049934864,0.76499342918396,0.7097069621086121,0.7457135617733002,0.770037829875946,0.7267021536827087,0.7602467276155949,0.7737156748771667,0.6901001930236816,0.7264980524778366,0.746558427810669,-1.0486692e-05,-8.201576e-06,-5.563721e-06,171.9126,174.22665,176.05672,159.24194,161.48314,163.25243,135.54008,137.22638,138.65292,310.00262,313.74487,316.93558
